,Specimen Page,Sequence Length,Genus,Species,Genus species,% Match,Notes,Common_Name,Cruise ID,Haul ID,Station ID,Latitude,Longitude,SST,Depth,Stage,Picture file(s),Day,Month,Year,Time
NYOS2207E15_E07,NYOS2207E15_E07,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.00,Northern Searobin,2207,E15,4.2,,,,,Egg,https://drive.google.com/file/d/10bOqLjojHr5N4gpQOOKoGpCawZ3F50Vp/view?usp=share_link,,,,
NYOS2207E15_E08,NYOS2207E15_E08,652,Peprilus,triacanthus,Peprilus triacanthus,99.69,Peprilus burti 99.23,Butterfish,2207,E15,4.2,,,,,Egg,https://drive.google.com/file/d/1O_4QYzM-kZ4iiB6lr-EvUgJQTvep6TNh/view?usp=share_link,,,,
NYOS2207E15_E09,NYOS2207E15_E09,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.85,,Gulfstream Flounder,2207,E15,4.2,,,,,Egg,https://drive.google.com/file/d/1fBE89uCxqSLjrPsKPLHOZ6teLSqvemCW/view?usp=share_link,,,,
NYOS2207E15_E10,NYOS2207E15_E10,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E15,4.2,,,,,Egg,https://drive.google.com/file/d/19NbweI6AjBveW_wDDk_bLkknQbn46lK9/view?usp=share_link,,,,
NYOS2207E15_E11,NYOS2207E15_E11,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E15,4.2,,,,,Egg,https://drive.google.com/file/d/116kUyTXRvZBk0XnJ08SDVWUBfZtz4lJ-/view?usp=share_link,,,,
NYOS2207E15_E12,NYOS2207E15_E12,652,Urophycis,chuss,Urophycis chuss,100,,Red Hake,2207,E15,4.2,,,,,Larva,https://drive.google.com/file/d/1_EKstq_r1PQn9gfvKUdsfDD4GTOz6CcI/view?usp=share_link,,,,
NYOS2207E15_F01,NYOS2207E15_F01,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E15,4.2,,,,,Larva,https://drive.google.com/file/d/1hUapFwrNc3CApoSawvulqX2yrprawe3f/view?usp=share_link,,,,
NYOS2207E15_F02,NYOS2207E15_F02,652,Peprilus,triacanthus,Peprilus triacanthus,100,,Butterfish,2207,E15,4.2,,,,,Larva,https://drive.google.com/file/d/1Q6jTsVNW6VJm5vL7XjlCbt345pQOJVXW/view?usp=share_link,,,,
NYOS2207E15_F03,NYOS2207E15_F03,652,Peprilus,triacanthus,Peprilus triacanthus,99.85,Peprilus burti 99.39,Butterfish,2207,E15,4.2,,,,,Larva,https://drive.google.com/file/d/11hEi5YOL_X0YazzuJTnVpiHO4Ra8TI7I/view?usp=share_link,,,,
NYOS2207E16A_F04,NYOS2207E16A_F04,652,Urophycis,chuss,Urophycis chuss,100,,Red Hake,2207,E16,4.3,,,,,Larva,https://drive.google.com/file/d/1m0UJEtvSMn2xnTbNT8P2baqye0hRvPE2/view?usp=share_link,,,,
NYOS2207E16A_F05,NYOS2207E16A_F05,0,,, ,,"Opaque/cloudy white, very small",,2207,E16,4.3,,,,,Egg,https://drive.google.com/file/d/1TGU39DrNoKQF7XGeTChfDMn3IruEDpzC/view?usp=share_link,,,,
NYOS2207E16A_F06,NYOS2207E16A_F06,652,Paralichthys,oblongus,Paralichthys oblongus,99.85,,Fourspot Flounder,2207,E16,4.3,,,,,Larva,https://drive.google.com/file/d/1xCssha-3cepqYzdOCngmdicwyaOBJJZF/view?usp=share_link,,,,
NYOS2207E16A_F07,NYOS2207E16A_F07,652,Merluccius,bilinearis,Merluccius bilinearis,100,,Silver Hake,2207,E16,4.3,,,,,Larva,https://drive.google.com/file/d/1pD8ndVkw8VBp8tsEWZPJm-Mt9YeEvzOb/view?usp=share_link,,,,
NYOS2207E16B_F08,NYOS2207E16B_F08,652,,, ,,No match,,2207,E16,4.3,,,,,Larva,https://drive.google.com/file/d/1qsb_1uEgPU6WYQ9l0NSTU-eNMTrtvpxl/view?usp=share_link,,,,
NYOS2207E16B_F09,NYOS2207E16B_F09,652,Peprilus,triacanthus,Peprilus triacanthus,99.85,,Butterfish,2207,E16,4.3,,,,,Larva,https://drive.google.com/file/d/1bD5tJaouGEW-KbTYT-VzIrejhU31idGG/view?usp=share_link,,,,
NYOS2207E16B_F10,NYOS2207E16B_F10,652,,, ,,No match,,2207,E16,4.3,,,,,Larva,https://drive.google.com/file/d/1052iotETTnsKGtmLFWNoTz0h5hXoTaKE/view?usp=share_link,,,,
NYOS2207E16B_F11,NYOS2207E16B_F11,652,Etropus,microstomus,Etropus microstomus,100,,Smallmouth Flounder,2207,E16,4.3,,,,,Larva,https://drive.google.com/file/d/1EuFSfB0oT3UaYC1zXQ15h8leRuPcOGjo/view?usp=share_link,,,,
NYOS2207E16B_F12,NYOS2207E16B_F12,652,Prionotus,carolinus,Prionotus carolinus,99.84,Prionotus rubio 99.17,Northern Searobin,2207,E16,4.3,,,,,Larva,https://drive.google.com/file/d/1LR1NK8xzcbW4FOh0NzQv4ZZCZlKjIZK5/view?usp=share_link,,,,
NYOS2207E16B_G01,NYOS2207E16B_G01,0,Peprilus,triacanthus,Peprilus triacanthus,,Okay; MED VISUAL ID,Butterfish,2207,E16,4.3,,,,,Larva,https://drive.google.com/file/d/1fWMLrT8hqzDRoSiJJasjgOyEnjr-TXRC/view?usp=share_link,,,,
NYOS2207E16B_G02,NYOS2207E16B_G02,652,Etropus,microstomus,Etropus microstomus,100,,Smallmouth Flounder,2207,E16,4.3,,,,,Larva,https://drive.google.com/file/d/1pdy7eFgoN5iwe0JzMOMPGNVIvPVqG5sL/view?usp=share_link,,,,
NYOS2207E16B_G03,NYOS2207E16B_G03,652,Centropristis,striata,Centropristis striata,99.84,,Black Seabass,2207,E16,4.3,,,,,Larva,https://drive.google.com/file/d/15Lmj7rjrAPz9RwBQVonIGU-3EHxQTyz_/view?usp=share_link,,,,
NYOS2207E16B_G04,NYOS2207E16B_G04,652,Etropus,microstomus,Etropus microstomus,99.85,,Smallmouth Flounder,2207,E16,4.3,,,,,Larva,https://drive.google.com/file/d/10UmXYGTN0IZ50ISs7RBC47nmq-Mz--9n/view?usp=share_link,,,,
NYOS2207E16B_G05,NYOS2207E16B_G05,652,Peprilus,triacanthus,Peprilus triacanthus,99.85,"Peprilus burti 99.39, Inocrrect Haul ID, should be E17",Butterfish,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1CnOg-g8g0bbIFythPjmqnVXx0T6liB6l/view?usp=share_link,,,,
NYOS2207E16B_G06,NYOS2207E16B_G06,652,Etropus,microstomus,Etropus microstomus,99.85,"Image ommitted, Inocrrect Haul ID, should be E17",Smallmouth Flounder,2207,E17,4.4,,,,,,,,,,
NYOS2207E16B_G07,NYOS2207E16B_G07,652,Peprilus,triacanthus,Peprilus triacanthus,100,"Peprilus burti 99.39, Image omitted, Inocrrect Haul ID, should be E17",Butterfish,2207,E17,4.4,,,,,,,,,,
NYOS2207E16B_G08,NYOS2207E16B_G08,652,Urophycis,chuss,Urophycis chuss,100,"Inocrrect Haul ID, should be E17",Red Hake,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1kt85kvyxSdk4gVKFdiKMzafZnS8n1G_x/view?usp=share_link,,,,
NYOS2207E16B_G09,NYOS2207E16B_G09,652,Auxis,rochei,Auxis rochei,100,"Inocrrect Haul ID, should be E17",Bullet Tuna,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1hqlZ02qQdANLYxrr8xggamQPX5_wf8DA/view?usp=share_link,,,,
NYOS2207E16B_G10,NYOS2207E16B_G10,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,"Inocrrect Haul ID, should be E17",Gulfstream Flounder,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1fzUAtJCFfXDzBMFPdf8rdfwOSr3eK-nX/view?usp=share_link,,,,
NYOS2207E16B_G11,NYOS2207E16B_G11,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,"Inocrrect Haul ID, should be E17",Gulfstream Flounder,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1Gqwvzy0IEw2OCkRV6FQVMC0SFIORWu67/view?usp=share_link,,,,
NYOS2207E16B_G12,NYOS2207E16B_G12,652,Paralichthys,oblongus,Paralichthys oblongus,100,"Inocrrect Haul ID, should be E17",Fourspot Flounder,2207,E17,4.4,,,,,Egg,https://drive.google.com/file/d/1ZraedijmUJNVniLsqg6tvhDGnxV_xIYl/view?usp=share_link,,,,
NYOS2207E17B_H01,NYOS2207E17B_H01,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.69,,Gulfstream Flounder,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/11gl46GSBKQYwIxSyOR1tPPpFmsOvPiiN/view?usp=share_link,,,,
NYOS2207E17B_H02,NYOS2207E17B_H02,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E17,4.4,,,,,Egg,https://drive.google.com/file/d/1jvst_bBI6hD3lMF4Vdk-A3-ziVNJLYcF/view?usp=share_link,,,,
NYOS2207E17B_H03,NYOS2207E17B_H03,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1oIPCQPEE1D0u4G2_bl-TbzY24VITehXl/view?usp=share_link,,,,
NYOS2207E17B_H04,NYOS2207E17B_H04,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1i5bhD8sXaIo8s39ZXHazZnvvauMeqrSJ/view?usp=share_link,,,,
NYOS2207E17B_H05,NYOS2207E17B_H05,638,Urophycis,chuss,Urophycis chuss,99.84,,Red Hake,2207,E17,4.4,,,,,Egg,https://drive.google.com/file/d/1VIQvRcayIbZB1aY3SBL55imcFkbCqzEz/view?usp=share_link,,,,
NYOS2207E17B_H06,NYOS2207E17B_H06,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E17,4.4,,,,,Egg,https://drive.google.com/file/d/1oF4y5c0cBRQMGeHc4ZQNeJnThqFNklhm/view?usp=share_link,,,,
NYOS2207E17B_H07,NYOS2207E17B_H07,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/17JUZU8FFP2lWxVa0KBjm8WUi43SMKibx/view?usp=share_link,,,,
NYOS2207E17B_H08,NYOS2207E17B_H08,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1isDoyy1jyvrsNlFrGXu6km5oSTgiCztK/view?usp=share_link,,,,
NYOS2207E17B_H09,NYOS2207E17B_H09,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1WF1c5SBUnuw1IH_-wdak_ZD10ARq2f5P/view?usp=share_link,,,,
NYOS2207E17B_H10,NYOS2207E17B_H10,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1R7I_4rzW2LmifYqLlabq4WJZT83Izb75/view?usp=share_link,,,,
NYOS2207E17B_H11,NYOS2207E17B_H11,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1rhpFgE43qvVvSVic-nObiGes3dl_FKRO/view?usp=share_link,,,,
NYOS2207E17B_A01,NYOS2207E17B_A01,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E17,4.4,,,,,Egg,https://drive.google.com/file/d/15nBZw2QZUBWTGRIvJHYhCmALu5QGWgoy/view?usp=share_link,,,,
NYOS2207E17B_A02,NYOS2207E17B_A02,652,Peprilus,triacanthus,Peprilus triacanthus,99.85,Peprilus burti 99.39,Butterfish,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1KBpgJBEwOfA28yun3foTAntFK2JDZ2N6/view?usp=share_link,,,,
NYOS2207E17B_A03,NYOS2207E17B_A03,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.85,,Gulfstream Flounder,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1XdIN_PNeMmeWncQnQfhGWAgcKJEio_et/view?usp=share_link,,,,
NYOS2207E17B_A04,NYOS2207E17B_A04,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1Y_ETN7yinvpaaINvFeqpyhEFIG6cLnv4/view?usp=share_link,,,,
NYOS2207E17B_A05,NYOS2207E17B_A05,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E17,4.4,,,,,Egg,https://drive.google.com/file/d/1cNXcPAvqAaWQL-ABNowXBMDK0sR0G1AD/view?usp=share_link,,,,
NYOS2207E17B_A06,NYOS2207E17B_A06,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.85,,Gulfstream Flounder,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1Ay-LSAuclscx2z0j2kCLobDRFnEijt_M/view?usp=share_link,,,,
NYOS2207E17B_A07,NYOS2207E17B_A07,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.69,,Gulfstream Flounder,2207,E17,4.4,,,,,Egg,https://drive.google.com/file/d/1LMWLSug_qPXPsBEeGU1XUBehRVPhaz-U/view?usp=share_link,,,,
NYOS2207E17B_A08,NYOS2207E17B_A08,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2207,E17,4.4,,,,,Larva,https://drive.google.com/file/d/1NfIeDPum9AYaM5FQkyTYNkkWa4ZDzwMp/view?usp=share_link,,,,
NYOS2207E18A_A09,NYOS2207E18A_A09,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E18,4.5,,,,,Larva,https://drive.google.com/file/d/1X-ajRHzymwmSSHwB2m1Fu-KtIYTrDt7f/view?usp=share_link,,,,
NYOS2207E18A_A10,NYOS2207E18A_A10,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.23,,Gulfstream Flounder,2207,E18,4.5,,,,,Larva,https://drive.google.com/file/d/1TqcW1t8UaB-7Rz9UFWpL4P0zE2Ph_Wii/view?usp=share_link,,,,
NYOS2207E18A_A11,NYOS2207E18A_A11,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E18,4.5,,,,,Larva,https://drive.google.com/file/d/1vwZh_chhS92UFDGs0a_sQ3ihysEQ4Sm1/view?usp=share_link,,,,
NYOS2207E18A_A12,NYOS2207E18A_A12,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E18,4.5,,,,,Larva,https://drive.google.com/file/d/1HpdZWJHdzWe2npmtT9VgNMmVYTeN_H3H/view?usp=share_link,,,,
NYOS2207E18A_B01,NYOS2207E18A_B01,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E18,4.5,,,,,Larva,https://drive.google.com/file/d/1EqesA-5dkSyXMUXxBYGTL_q3v-Gk-3Ic/view?usp=share_link,,,,
NYOS2207E18A_B02,NYOS2207E18A_B02,652,Auxis,rochei,Auxis rochei,100,Auxis thazard 99.85,Bullet Tuna,2207,E18,4.5,,,,,Larva,https://drive.google.com/file/d/198rl_YLRqkJyy7paj8drxw7Wl6HnzWPf/view?usp=share_link,,,,
NYOS2207E18A_B03,NYOS2207E18A_B03,652,Auxis,rochei,Auxis rochei,100,Auxis thazard 99.85,Bullet Tuna,2207,E18,4.5,,,,,Larva,https://drive.google.com/file/d/1jDKjF_JXxYjD4wkZjwfoxvpO6c2t9Xq8/view?usp=share_link,,,,
NYOS2207E18A_B04,NYOS2207E18A_B04,652,Lopholatilus,chamaeleonticeps,Lopholatilus chamaeleonticeps,100,,Great Northern Tilefish,2207,E18,4.5,,,,,Egg,https://drive.google.com/file/d/1C55ddbhsyrksMYa5ox9nPG89EpwyIIzQ/view?usp=share_link,,,,
NYOS2207E18A_B05,NYOS2207E18A_B05,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E18,4.5,,,,,Larva,https://drive.google.com/file/d/1aQPZVM_GZgt8gaqFVsh5o6vjZiedjLaX/view?usp=share_link,,,,
NYOS2207E18A_B06,NYOS2207E18A_B06,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E18,4.5,,,,,Larva,https://drive.google.com/file/d/1QpGIGH1WZwomuLpcs1mpMP6qG3tX9R2o/view?usp=share_link,,,,
NYOS2207E18B_B07,NYOS2207E18B_B07,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E18,4.5,,,,,Larva,https://drive.google.com/file/d/1yUDT9qg7lAWsK5J95pMnd3Gv1gv6PCgT/view?usp=share_link,,,,
NYOS2207E18B_B08,NYOS2207E18B_B08,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E18,4.5,,,,,Larva,https://drive.google.com/file/d/1xFhDzWV_msQ_K9bvXTTtK7pZ826pyuea/view?usp=share_link,,,,
NYOS2207E18B_B09,NYOS2207E18B_B09,652,Auxis,thazard,Auxis thazard,99.85,Auxis rochei 99.85,Bullet Tuna,2207,E18,4.5,,,,,Larva,https://drive.google.com/file/d/1j_lfflqMJSKENd4Nc7FwEImA67sc6gzq/view?usp=share_link,,,,
NYOS2207E21_B10,NYOS2207E21_B10,0,Auxis,rochei,Auxis rochei,,Okay; HIGH VISUAL ID,Bullet Tuna,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1_sq_vbKTlD1lBJbtQAWqEUMBWoOyWiZ2/view?usp=share_link,,,,
NYOS2207E21_B11,NYOS2207E21_B11,652,Peprilus,triacanthus,Peprilus triacanthus,99.85,Peprilus burti 99.39,Butterfish,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1C5f5qCFFW_ygkBK5WcKapTjUokcLcZIr/view?usp=share_link,,,,
NYOS2207E21_B12,NYOS2207E21_B12,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.39,Butterfish,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1-K__pEHCQhABfUrF4p2uXQOrsRzFu0bJ/view?usp=share_link,,,,
NYOS2207E21_C01,NYOS2207E21_C01,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1gaPHwyl37GU0lFTFp8Qn7rRAhjo6cCLe/view?usp=share_link,,,,
NYOS2207E21_C02,NYOS2207E21_C02,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1s5PCMdYkcBC_grP6vT5MnmpVrx83lwzf/view?usp=share_link,,,,
NYOS2207E21_C03,NYOS2207E21_C03,652,Lepophidium,profundorum,Lepophidium profundorum,99.85,,Blackrim Cusk-Eel,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1QAQBZYXJUdD2X-piriDhWs9L6raI72yC/view?usp=share_link,,,,
NYOS2207E21_C04,NYOS2207E21_C04,652,Sarda,orientalis,Sarda orientalis,100,"Auxis rochei 100, Auxis thazard 99.85",Bullet Tuna,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1WUEFwp8NdW3Y5e9NS-DK_oSzKHNdy5Hr/view?usp=share_link,,,,
NYOS2207E21_C05,NYOS2207E21_C05,652,Auxis,rochei,Auxis rochei,99.85,,Bullet Tuna,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1vnxeZECThQ77Z5WQUDyDTOaSOcJYE3G3/view?usp=share_link,,,,
NYOS2207E21_C06,NYOS2207E21_C06,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1BNvPsb_6EUoCU0Uzd7NJcupTDaT2aHAk/view?usp=share_link,,,,
NYOS2207E21_C07,NYOS2207E21_C07,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1Zn99R98lWnA8m_g1mjITFBlRj6GQFgTS/view?usp=share_link,,,,
NYOS2207E21_C08,NYOS2207E21_C08,652,Peprilus,triacanthus,Peprilus triacanthus,99.85,Peprilus burti 99.39,Butterfish,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1-0ba4vJkFtA9NqO2AlSDMY42pyk7shQ6/view?usp=share_link,,,,
NYOS2207E21_C09,NYOS2207E21_C09,652,Peprilus,triacanthus,Peprilus triacanthus,99.85,Peprilus burti 99.39,Butterfish,2207,E21,3.4,,,,,Egg,https://drive.google.com/file/d/1kiscF3t3u0NmIFhvyqfszpIv3Eh72lcp/view?usp=share_link,,,,
NYOS2207E21_C10,NYOS2207E21_C10,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1HvPL42T5VEa60csHebnwptRBtwGYLCjR/view?usp=share_link,,,,
NYOS2207E21_C11,NYOS2207E21_C11,652,Peprilus,triacanthus,Peprilus triacanthus,99.85,Peprilus burti 99.39,Butterfish,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1CLz5Zdggv8QYKO-SupbvCMNQcxGHsQAV/view?usp=share_link,,,,
NYOS2207E21_C12,NYOS2207E21_C12,652,Peprilus,triacanthus,Peprilus triacanthus,99.85,Peprilus burti 99.39,Butterfish,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1RUHpm5etBy6YB4uSVIwh1HwdZxo_VfzC/view?usp=share_link,,,,
NYOS2207E21_D01,NYOS2207E21_D01,652,Peprilus,triacanthus,Peprilus triacanthus,99.85,Peprilus burti 99.39,Butterfish,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1ORKH9NqMTYq41ahBXFFRcRAXCWIzZutL/view?usp=share_link,,,,
NYOS2207E21_D02,NYOS2207E21_D02,0,,,,,Bad,,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/180MitSxV_RsPdKjV2udn9Lc5iA_eKrYY/view?usp=share_link,,,,
NYOS2207E21_D03,NYOS2207E21_D03,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/14CH_q7Vbqmd-PH8gfLDoPPq_d5WOCLKy/view?usp=share_link,,,,
NYOS2207E21_D04,NYOS2207E21_D04,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1FF-tGffLZz1VsHl959Itu-tqqEdR4YTo/view?usp=share_link,,,,
NYOS2207E21_D05,NYOS2207E21_D05,652,Lepophidium,profundorum,Lepophidium profundorum,100,,Blackrim Cusk-Eel,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1_K_Xh_wNzPzeL1Q0BlEbeFuMwLbJRaoF/view?usp=share_link,,,,
NYOS2207E21_D06,NYOS2207E21_D06,652,Auxis,thazard,Auxis thazard,100,Auxis rochei 100,Bullet Tuna,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1T299SWET3xOjMuexQ0NZZ9l2NXBcEiiF/view?usp=share_link,,,,
NYOS2207E21_D07,NYOS2207E21_D07,652,Lepophidium,profundorum,Lepophidium profundorum,100,,Blackrim Cusk-Eel,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1WCr0DoIbhPgESFFnOayqudzfN3_HeqJy/view?usp=share_link,,,,
NYOS2207E21_D08,NYOS2207E21_D08,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1at1f0KfUS6ej_GaDuTKV_itdLvJWCjRw/view?usp=share_link,,,,
NYOS2207E21_D09,NYOS2207E21_D09,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1myH60heo2AowkUgh4R8io7IYm81fnkfa/view?usp=share_link,,,,
NYOS2207E21_D10,NYOS2207E21_D10,0,,, ,,Okay,,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1l23W4DrhNHMR0h_RbBAFygoQJA2hq92m/view?usp=share_link,,,,
NYOS2207E21_D11,NYOS2207E21_D11,652,Auxis,rochei,Auxis rochei,99.85,,Bullet Tuna,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1kZIPK7RqbbVl0w8r0oF8pyyyNmNpQs3g/view?usp=share_link,,,,
NYOS2207E21_D12,NYOS2207E21_D12,652,Auxis,rochei,Auxis rochei,100,Auxis thazard 99.85,Bullet Tuna,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/1ZiMPL_3zNoPTaXyLljgzNqiIbz02aAQz/view?usp=share_link,,,,
NYOS2207E21_E01,NYOS2207E21_E01,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E21,3.4,,,,,Larva,https://drive.google.com/file/d/12Q1xIF8wwygjnKJwD5y8HJxqZN4GAk1N/view?usp=share_link,,,,
NYOS2207E22A_E02,NYOS2207E22A_E02,0,,, ,,Bad,,2207,E22,3.3,,,,,Larva,https://drive.google.com/file/d/18ZXBHfbb9MEEvErxNU9BeIb1KTUy-ti5/view?usp=share_link,,,,
NYOS2207E22A_E03,NYOS2207E22A_E03,652,Auxis,rochei,Auxis rochei,99.84,,Bullet Tuna,2207,E22,3.3,,,,,Egg,https://drive.google.com/file/d/1I8_p1eoX3PcdF0dKMEf29pKbp5tFCd3_/view?usp=share_link,,,,
NYOS2207E22A_E04,NYOS2207E22A_E04,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.39,Butterfish,2207,E22,3.3,,,,,Egg,https://drive.google.com/file/d/1nnUY09UaBtkkBi6xe-UK1GIrnhE-_QP_/view?usp=share_link,,,,
NYOS2207E22A_E05,NYOS2207E22A_E05,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E22,3.3,,,,,Larva,https://drive.google.com/file/d/1IZRiW8zTBDv0ZisMznQiOMypXgSfuo_M/view?usp=share_link,,,,
NYOS2207E22A_E06,NYOS2207E22A_E06,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E22,3.3,,,,,Larva,https://drive.google.com/file/d/1unxgxWqW9xSpfak0JHilRPqK3yzGzTvu/view?usp=share_link,,,,
NYOS2207E22A_E07,NYOS2207E22A_E07,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E22,3.3,,,,,Larva,https://drive.google.com/file/d/1FPHkZaSoZk3Qf0WTgmDSdmLtfMkTTtIB/view?usp=share_link,,,,
NYOS2207E22A_E08,NYOS2207E22A_E08,652,Peprilus,triacanthus,Peprilus triacanthus,99.54,Peprilus burti 99.08,Butterfish,2207,E22,3.3,,,,,Larva,https://drive.google.com/file/d/1uJQWxFyogVSCEXrXPxb0f6Q2oG5Bd3D4/view?usp=share_link,,,,
NYOS2207E22A_E09,NYOS2207E22A_E09,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2207,E22,3.3,,,,,Egg,https://drive.google.com/file/d/1W1TOqRq6n32cLISim-Zr6sM8Nt5zJBz_/view?usp=share_link,,,,
